timestamp,value,anomaly_score,totalBias,predictedBias,label,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate,S(t)_standard
2011-07-01 00:15:01,0.405422534525,0.0,0.0,0,0,0.0,0.0,0.0
2011-07-01 01:15:01,0.433961278227,0.0,32.0,0,0,0.0,0.0,0.0
2011-07-01 02:15:01,0.389267501625,0.0,4.0,1,0,0.0,0.0,0.0
2011-07-01 03:15:01,0.368098502243,0.0,10.0,2,0,0.0,0.0,0.0
2011-07-01 04:15:01,0.365234426765,0.0,4.0,4,0,0.0,0.0,0.0
2011-07-01 05:15:01,0.3428794869,0.0,4.0,4,0,0.0,0.0,0.0
2011-07-01 06:15:01,0.320650020989,0.0,4.0,4,0,0.0,0.0,0.0
2011-07-01 07:15:01,0.328999171839,0.0,4.0,4,0,0.0,0.0,0.0
2011-07-01 08:15:01,0.330918820695,0.0,4.0,4,0,0.0,0.0,0.0
2011-07-01 09:15:01,0.396968683829,0.0,4.0,3,0,0.0,0.0,0.0
2011-07-01 10:15:01,0.44347161212,0.0,2.0,1,0,0.0,0.0,0.0
2011-07-01 11:15:01,0.662412074347,0.0,5.0,0,0,0.0,0.0,0.0
2011-07-01 12:15:01,0.707460331375,0.0,6.0,0,0,0.0,0.0,0.0
2011-07-01 13:15:01,0.597161557559,0.0,0.0,0,0,0.0,0.0,0.0
2011-07-01 14:15:01,0.600127175161,0.0,1.0,0,0,0.0,0.0,0.0
2011-07-01 15:15:01,0.534812246524,0.0,1.0,0,0,0.0,0.0,0.0
2011-07-01 16:15:01,0.46917505741,0.0,4.0,2,0,0.0,0.0,0.0
2011-07-01 17:15:01,0.505456517193,0.0,0.0,0,0,0.0,0.0,0.0
2011-07-01 18:15:01,0.4535763584,0.0,4.0,2,0,0.0,0.0,0.0
2011-07-01 19:15:01,0.579827163973,0.0,0.0,0,0,0.0,0.0,0.0
2011-07-01 20:15:01,0.929018598624,0.0,2.0,0,0,0.0,0.0,0.0
2011-07-01 21:15:01,0.481969218049,0.0,8.0,0,0,0.0,0.0,0.0
2011-07-01 22:15:01,1.59456911756,0.0,7.0,0,0,0.0,0.0,0.0
2011-07-01 23:15:01,3.02086765513,0.0,12.0,1,0,0.0,0.0,0.0
2011-07-02 00:15:01,2.82484901469,0.0,16.0,0,0,0.0,0.0,0.0
2011-07-02 01:15:01,1.01660459594,0.0,7.0,1,0,0.0,0.0,0.0
2011-07-02 02:15:01,0.550420623732,0.0,9.0,1,0,0.0,0.0,0.0
2011-07-02 03:15:01,0.689861668363,0.0,5.0,0,0,0.0,0.0,0.0
2011-07-02 04:15:01,0.643394562177,0.0,0.0,0,0,0.0,0.0,0.0
2011-07-02 05:15:01,0.603330401792,0.0,0.0,0,0,0.0,0.0,0.0
2011-07-02 06:15:01,0.60099737106,0.0,3.0,0,0,0.0,0.0,0.0
2011-07-02 07:15:01,0.644907856905,0.0,2.0,0,0,0.0,0.0,0.0
2011-07-02 08:15:01,0.619896282481,0.0,0.0,0,0,0.0,0.0,0.0
2011-07-02 09:15:01,0.711410835499,0.0,1.0,0,0,0.0,0.0,0.0
2011-07-02 10:15:01,0.823032683736,0.0,0.0,0,0,0.0,0.0,0.0
2011-07-02 11:15:01,0.982650117997,0.0,3.0,0,0,0.0,0.0,0.0
2011-07-02 12:15:01,1.82198845938,0.0,25.0,1,0,0.0,0.0,0.0
2011-07-02 13:15:01,1.4539117855,0.0,33.0,0,0,0.0,0.0,0.0
2011-07-02 14:15:01,1.33707622155,0.0,15.0,0,0,0.0,0.0,0.0
2011-07-02 15:15:01,1.08711717782,0.0,6.0,0,0,0.0,0.0,0.0
2011-07-02 16:15:01,0.91170299956,0.0,9.0,0,0,0.0,0.0,0.0
2011-07-02 17:15:01,0.803212193223,0.0,14.0,0,0,0.0,0.0,0.0
2011-07-02 18:15:01,1.11925182413,0.0,2.0,2,0,0.0,0.0,0.0
2011-07-02 19:15:01,0.747777030865,0.0,4.0,1,0,0.0,0.0,0.0
2011-07-02 20:15:01,0.79998925588,0.0,4.0,0,0,0.0,0.0,0.0
2011-07-02 21:15:01,0.765987648091,0.0,2.0,0,0,0.0,0.0,0.0
2011-07-02 22:15:01,0.705948517041,0.0,0.0,0,0,0.0,0.0,0.0
2011-07-02 23:15:01,1.45388610672,0.0,0.0,0,0,0.0,0.0,0.0
2011-07-03 00:15:01,1.38902113011,0.0,17.0,2,0,0.0,0.0,0.0
2011-07-03 01:15:01,0.925834177713,0.833333333333,1.0,1,0,0.0,0.0,0.0
2011-07-03 02:15:01,0.831415320602,0.0,5.0,1,0,0.0,0.0,0.0
2011-07-03 03:15:01,0.483019261215,1.0,2.0,0,0,0.0,0.0,0.0
2011-07-03 04:15:01,0.693500280828,1.0,5.0,0,0,0.0,0.0,0.0
2011-07-03 05:15:01,0.680136615604,1.0,18.0,0,0,0.0,0.0,0.0
2011-07-03 06:15:01,0.696506878058,0.0,8.0,2,0,0.0,0.0,0.0
2011-07-03 07:15:01,0.742017606353,1.0,3.0,0,0,0.0,0.0,0.0
2011-07-03 08:15:01,0.713239099849,1.0,3.0,0,0,0.0,0.0,0.0
2011-07-03 09:15:01,0.757453614431,1.0,2.0,0,0,0.0,0.0,0.0
2011-07-03 10:15:01,0.963004377293,1.0,0.0,0,0,0.0,0.0,0.0
2011-07-03 11:15:01,1.6822211246,1.0,6.0,0,0,0.0,0.0,0.0
2011-07-03 12:15:01,2.07516028693,1.0,8.0,0,0,0.0,0.0,0.0
2011-07-03 13:15:01,1.94973024968,1.0,2.0,0,0,0.0,0.0,0.0
2011-07-03 14:15:01,1.38908773657,0.2,22.0,3,0,0.0,0.0,0.0
2011-07-03 15:15:01,1.11706077222,0.6,8.0,1,0,0.0,0.0,0.0
2011-07-03 16:15:01,1.00365466979,0.25,7.0,1,0,0.0,0.0,0.0
2011-07-03 17:15:01,0.959327269607,0.666666666667,2.0,1,0,0.0,0.0,0.0
2011-07-03 18:15:01,0.835083924374,0.0,5.0,1,0,0.0,0.0,0.0
2011-07-03 19:15:01,0.814624009308,1.0,2.0,0,0,0.0,0.0,0.0
2011-07-03 20:15:01,0.827716419656,1.0,2.0,0,0,0.0,0.0,0.0
2011-07-03 21:15:01,0.882878070554,0.8,2.0,1,0,0.0,0.0,0.0
2011-07-03 22:15:01,0.997623517817,0.833333333333,4.0,1,0,0.0,0.0,0.0
